identifier,abstract 1,abstract 2,abstract 3,subject_topical 1,subject_topical 2,type,date_text,date_single,date_qualifier,title,rights,repository,name,publisher,object_in_context,file_url,record_creation_date
fbpro_1983-09-03,1983 Football Program - UT vs Pittsburgh,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1983-09-03,1983-09-03,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=229,http://diglib.lib.utk.edu/fbpro/data/1983-09-03/fbpro_1983-09-03_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1985-11-16,1985 Football Program - UT vs Mississippi,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1985-11-16,1985-11-16,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=239,http://diglib.lib.utk.edu/fbpro/data/1985-11-16/fbpro_1985-11-16_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2009-12-31bowlguide,2009 Football Bowl Guide - UT vs Virginia Tech (Chick-fil-A Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2009-12-31,2009-12-31,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=721,http://diglib.lib.utk.edu/fbpro/data/2009-12-31bowlguide/fbpro_2009-12-31bowlguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1998-11-07,1998 Football Program - UT vs UAB,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1998-11-07,1998-11-07,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=53,http://diglib.lib.utk.edu/fbpro/data/1998-11-07/fbpro_1998-11-07_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1948-11-20,1948 Football Program - UT vs Kentucky,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1948-11-20,1948-11-20,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=457,http://diglib.lib.utk.edu/fbpro/data/1948-11-20/fbpro_1948-11-20_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1984-11-10,1984 Football Program - UT vs Memphis,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1984-11-10,1984-11-10,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=244,http://diglib.lib.utk.edu/fbpro/data/1984-11-10/fbpro_1984-11-10_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1971-09-18,1971 Football Program - UT vs UC-Santa Barbara,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1971-09-18,1971-09-18,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=368,http://diglib.lib.utk.edu/fbpro/data/1971-09-18/fbpro_1971-09-18_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1959-10-24,1959 Football Program - UT vs UT-Chattanooga,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1959-10-24,1959-10-24,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=428,http://diglib.lib.utk.edu/fbpro/data/1959-10-24/fbpro_1959-10-24_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1987-09-05,1987 Football Program - UT vs Colorado State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1987-09-05,1987-09-05,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=155,http://diglib.lib.utk.edu/fbpro/data/1987-09-05/fbpro_1987-09-05_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1981-10-10,1981 Football Program - UT vs Georgia Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1981-10-10,1981-10-10,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=222,http://diglib.lib.utk.edu/fbpro/data/1981-10-10/fbpro_1981-10-10_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1989-11-11,1989 Football Program - UT vs Akron,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1989-11-11,1989-11-11,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=161,http://diglib.lib.utk.edu/fbpro/data/1989-11-11/fbpro_1989-11-11_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2013-08-31,2013 Football Program - UT vs Austin Peay,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2013-08-31,2013-08-31,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=768,http://diglib.lib.utk.edu/fbpro/data/2013-08-31/fbpro_2013-08-31_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1909-11-25,1909 Football Program - UT vs Transylvania University,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1909-11-25,1909-11-25,,"The University of Tennessee, Knoxville Football Programs.",Public domain,"The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=595,http://diglib.lib.utk.edu/fbpro/data/1909-11-25/fbpro_1909-11-25_001.jpg.t.jpg,2015-01-23T20:38:34Z
fbpro_1997-12-06,1997 Football Program - UT vs Auburn (SEC Championship),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1997-12-06,1997-12-06,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=43,http://diglib.lib.utk.edu/fbpro/data/1997-12-06/fbpro_1997-12-06_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1949-09-24,1949 Football Program - UT vs Mississippi State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1949-09-24,1949-09-24,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=458,http://diglib.lib.utk.edu/fbpro/data/1949-09-24/fbpro_1949-09-24_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2004-09-25,2004 Football Program - UT vs Louisiana Tech,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2004-09-25,2004-09-25,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=99,http://diglib.lib.utk.edu/fbpro/data/2004-09-25/fbpro_2004-09-25_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1955-09-24,1955 Football Program - UT vs Mississippi State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1955-09-24,1955-09-24,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=408,http://diglib.lib.utk.edu/fbpro/data/1955-09-24/fbpro_1955-09-24_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2004-11-27,2004 Football Program - UT vs Kentucky,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2004-11-27,2004-11-27,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=94,http://diglib.lib.utk.edu/fbpro/data/2004-11-27/fbpro_2004-11-27_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1983-12-17pressguide,1983 Football Press Guide - UT vs Maryland (Citrus Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1983-12-17,1983-12-17,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=197,http://diglib.lib.utk.edu/fbpro/data/1983-12-17pressguide/fbpro_1983-12-17pressguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2000-01-02,1999 Football Program - UT vs Nebraska (Fiesta Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2000-01-02,2000-01-02,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=63,http://diglib.lib.utk.edu/fbpro/data/2000-01-02/fbpro_2000-01-02_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1970-10-03,1970 Football Program - UT vs Army,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1970-10-03,1970-10-03,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=365,http://diglib.lib.utk.edu/fbpro/data/1970-10-03/fbpro_1970-10-03_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1990-11-03,1990 Football Program - UT vs Temple,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1990-11-03,1990-11-03,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=3,http://diglib.lib.utk.edu/fbpro/data/1990-11-03/fbpro_1990-11-03_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2011-10-29,2011 Football Program - UT vs South Carolina,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2011-10-29,2011-10-29,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=250,http://diglib.lib.utk.edu/fbpro/data/2011-10-29/fbpro_2011-10-29_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1994-09-17,1994 Football Program - UT vs Florida,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1994-09-17,1994-09-17,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=27,http://diglib.lib.utk.edu/fbpro/data/1994-09-17/fbpro_1994-09-17_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2013-10-05guide,2013 Football Gameday Guide - UT vs Georgia,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2013-10-05,2013-10-05,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=776,http://diglib.lib.utk.edu/fbpro/data/2013-10-05guide/fbpro_2013-10-05guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1935-09-27,1935 Football Program - UT vs Southwestern University (Rhodes),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1935-09-27,1935-09-27,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=633,http://diglib.lib.utk.edu/fbpro/data/1935-09-27/fbpro_1935-09-27_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1999-10-09,1999 Football Program - UT vs Georgia,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1999-10-09,1999-10-09,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=59,http://diglib.lib.utk.edu/fbpro/data/1999-10-09/fbpro_1999-10-09_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1971guide,1971 Football Guide,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1971-09-01,1971-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=734,http://diglib.lib.utk.edu/fbpro/data/1971guide/fbpro_1971guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1972-12-30guide,1972 Football Bowl Guide - UT vs LSU  (Bluebonnet Bowl) ,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1972-12-30,1972-12-30,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=597,http://diglib.lib.utk.edu/fbpro/data/1972-12-30guide/fbpro_1972-12-30guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1950-10-21,1950 Football Program - UT vs Alabama,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1950-10-21,1950-10-21,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=466,http://diglib.lib.utk.edu/fbpro/data/1950-10-21/fbpro_1950-10-21_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1984-09-01,1984 Football Program - UT vs Washington State,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1984-09-01,1984-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=334,http://diglib.lib.utk.edu/fbpro/data/1984-09-01/fbpro_1984-09-01_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1935-10-19,1935 Football Program - UT vs Alabama,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1935-10-19,1935-10-19,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=634,http://diglib.lib.utk.edu/fbpro/data/1935-10-19/fbpro_1935-10-19_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1991-01-01bowlguide,1990 Football Bowl Guide - UT vs Virginia (Sugar Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1991-01-01,1991-01-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=167,http://diglib.lib.utk.edu/fbpro/data/1991-01-01bowlguide/fbpro_1991-01-01bowlguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1972-11-25,1972 Football Program - UT vs Kentucky,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1972-11-25,1972-11-25,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=490,http://diglib.lib.utk.edu/fbpro/data/1972-11-25/fbpro_1972-11-25_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2011-10-08yearbook,2011 Football Yearbook - UT vs Georgia,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2011-10-08,2011-10-08,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=729,http://diglib.lib.utk.edu/fbpro/data/2011-10-08yearbook/fbpro_2011-10-08yearbook_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2003-11-01,2003 Football Program - UT vs Duke,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2003-11-01,2003-11-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=85,http://diglib.lib.utk.edu/fbpro/data/2003-11-01/fbpro_2003-11-01_001.jpg.t.jpg,2015-01-08T00:36:36Z
